id,session_id,movie_title,proposed_by,poster,genre,runtime,year,director,plot,imdb_rating,imdb_id,watched_at,created_at,updated_at
3b74800b-c413-46d7-b083-b73b90c6bed0,980201b7-c040-4c82-b51e-af1a1f516f4e,Airplane!,Marco,https://m.media-amazon.com/images/M/MV5BNGMxMDRhMjItMDNlZi00MDIzLWE5MDQtODljMDQ3MWM1Y2E4XkEyXkFqcGc@._V1_SX300.jpg,Comedy,88 min,1980,"Jim Abrahams, David Zucker, Jerry Zucker","After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must safely land a commercial airplane full of passengers.",7.7,tt0080339,2025-08-25 00:00:00+00,2025-08-31 17:16:13.966872+00,2025-08-31 17:16:13.966872+00
3baacdc6-7365-4424-b88d-b21b34a5e85d,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Little Miss Sunshine,aooo,https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_SX300.jpg,"Comedy, Drama",101 min,2006,"Jonathan Dayton, Valerie Faris",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,7.8,tt0449059,2025-09-06 15:53:46.718+00,2025-09-06 15:53:46.26413+00,2025-09-06 15:53:46.26413+00
43fed25d-f623-4c2d-8c56-35ec5724f2b8,980201b7-c040-4c82-b51e-af1a1f516f4e,They Call Me Jeeg Robot,Ste,https://m.media-amazon.com/images/M/MV5BODg3YWUzYmItYmY2OC00YzE3LTk4NzctNmZjMzZhNzdkNWMyXkEyXkFqcGc@._V1_SX300.jpg,"Action, Comedy, Drama",112 min,2015,Gabriele Mainetti,"Lonely, misanthropic small-time crook Enzo uses the superpowers gained after falling into the Tiber River to chase down a crazy gangster called ""The Gypsy.""",7.0,tt3775086,2025-08-12 00:00:00+00,2025-08-31 17:24:01.217968+00,2025-08-31 17:24:01.217968+00
48169d8a-e711-4ae4-84da-a9c20f346742,980201b7-c040-4c82-b51e-af1a1f516f4e,The Lobster,Samu,https://m.media-amazon.com/images/M/MV5BNDQ1NDE5NzQ1NF5BMl5BanBnXkFtZTgwNzA5OTM2NTE@._V1_SX300.jpg,"Drama, Romance, Sci-Fi",119 min,2015,Yorgos Lanthimos,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods.",7.1,tt3464902,2025-08-29 22:33:36.647186+00,2025-08-29 22:33:36.647186+00,2025-08-29 22:33:36.647186+00
4f2ca411-b51c-4bbd-a087-829669c463a6,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Altrimenti ci arrabbiamo,aooo,https://m.media-amazon.com/images/M/MV5BMTFmZGQzM2MtYzk4Mi00ZGFiLWEwOGYtNjgzY2I3N2UyMDk0XkEyXkFqcGc@._V1_SX300.jpg,"Action, Comedy",90 min,2022,Younuts,"Raised as brothers but separated for years due to a quarrel, Carezza and Sorriso have to put aside old grudges and character differences for what they care most: the legendary car ""Dune Buggy"" stolen from them.",3.3,tt14845950,2025-09-03 23:08:39.404+00,2025-09-03 23:08:38.229698+00,2025-09-03 23:08:38.229698+00
5314a005-7435-4da1-b211-9191278c9cdc,980201b7-c040-4c82-b51e-af1a1f516f4e,Jaws,Marco,https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@._V1_SX300.jpg,"Adventure, Horror, Thriller",124 min,1975,Steven Spielberg,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to the local police chief, a marine biologist, and an old seafarer to hunt the beast down.",8.1,tt0073195,2025-09-03 00:00:00+00,2025-09-03 21:12:14.01294+00,2025-09-03 21:12:14.01294+00
5419992a-3ac6-4d10-8800-ae8ff6bdae11,980201b7-c040-4c82-b51e-af1a1f516f4e,Blade Runner 2049,Samu,https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg,"Action, Drama, Mystery",164 min,2017,Denis Villeneuve,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",8.0,tt1856101,2025-08-27 22:15:56.253875+00,2025-08-27 22:15:56.253875+00,2025-08-27 22:15:56.253875+00
5a75c8c1-f378-4f2b-830c-6474ab7f1fb0,980201b7-c040-4c82-b51e-af1a1f516f4e,The Naked Gun,Nick,https://m.media-amazon.com/images/M/MV5BNGFlNDhkNzItZjgxNC00OGYzLWFjZDAtZTJmNDY5ZmEyZDc0XkEyXkFqcGc@._V1_SX300.jpg,"Action, Comedy, Crime",85 min,2025,Akiva Schaffer,Only one man has the particular set of skills - to lead Police Squad and save the world.,7.0,tt3402138,2025-09-25 21:09:10.879+00,2025-09-25 21:09:11.199841+00,2025-09-25 21:09:11.199841+00
5f525d24-b2f9-4677-99eb-0d73fd24b5b9,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Film 2,Prova 1 2 3,https://m.media-amazon.com/images/M/MV5BZTU2YmNiNmQtODkyMC00M2IxLTljNTgtMTcxYWYzM2E5YjY1XkEyXkFqcGc@._V1_SX300.jpg,"Documentary, Short",17 min,1927,Solomon Sir Jones,"Residences, workplaces, and recreational activities in Muskogee, OK; Bristow, OK; Sapulpa, OK; Tulsa, OK; Hugo, OK; and Holdenville, OK.",4.7,tt6340124,2025-08-26 20:12:26.30808+00,2025-08-26 20:12:26.30808+00,2025-08-26 20:12:26.30808+00
5fd8eef3-ddc9-4cdc-8165-7f3d98997e15,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,grezzo 2,Prova 1 2 3,,,,,,,,,2025-08-29 23:53:19.472303+00,2025-08-29 23:53:19.472303+00,2025-08-29 23:53:19.472303+00
6008db5f-501a-4e3b-85d2-602d6e46b410,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Spider-Man,aooo,https://m.media-amazon.com/images/M/MV5BZWM0OWVmNTEtNWVkOS00MzgyLTkyMzgtMmE2ZTZiNjY4MmFiXkEyXkFqcGc@._V1_SX300.jpg,"Action, Adventure, Sci-Fi",121 min,2002,Sam Raimi,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",7.4,tt0145487,2025-08-31 10:38:36.574269+00,2025-08-31 10:38:36.574269+00,2025-08-31 10:38:36.574269+00
60cc5e48-94e0-4c70-959c-e300939c334b,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Ji,coso,https://m.media-amazon.com/images/M/MV5BNjRjZGRmOGMtYjRlNi00ODIwLThlNDUtN2RhOGE4YzA5NDg5XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,"Action, Drama",172 min,2005,N. Linguswamy,"Vasu wants to contest in the college elections but is forced to withdraw in favour of the local MLA's son. But when the MLA's goons bash him up, he decides to fight and take on the brutes.",4.1,tt0460836,2025-09-07 19:08:59.745+00,2025-09-07 19:08:58.445515+00,2025-09-07 19:08:58.445515+00
62cf4924-0d78-4732-b1a9-24b3726736cc,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,The Lego Movie 2: The Second Part,aooo,https://m.media-amazon.com/images/M/MV5BMTkyOTkwNDc1N15BMl5BanBnXkFtZTgwNzkyMzk3NjM@._V1_SX300.jpg,"Animation, Adventure, Comedy",107 min,2019,Mike Mitchell,"It's been five years since everything was awesome and the citizens are facing the huge new threat of Lego Duplo, invaders from outer space, wrecking everything faster than they can rebuild.",6.5,tt3513498,2025-08-31 10:45:43.071182+00,2025-08-31 10:45:43.071182+00,2025-08-31 10:45:43.071182+00
6329deff-9bdb-4163-b582-aeb3a4e7e64b,980201b7-c040-4c82-b51e-af1a1f516f4e,The Naked Gun: From the Files of Police Squad!,Ste,https://m.media-amazon.com/images/M/MV5BZTI5N2I1MjAtNTc0Yy00ZDIyLThkZTctMGQ5NTBhNjIwMWQ0XkEyXkFqcGc@._V1_SX300.jpg,"Comedy, Crime",85 min,1988,David Zucker,Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,7.6,tt0095705,2025-08-13 00:00:00+00,2025-08-31 17:18:39.900293+00,2025-08-31 17:18:39.900293+00
679b6e0b-21fb-475b-b071-96c5b3268dec,980201b7-c040-4c82-b51e-af1a1f516f4e,Superman,Fil,https://m.media-amazon.com/images/M/MV5BOGMwZGJiM2EtMzEwZC00YTYzLWIxNzYtMmJmZWNlZjgxZTMwXkEyXkFqcGc@._V1_SX300.jpg,"Action, Adventure, Sci-Fi",129 min,2025,James Gunn,"Superman must reconcile his alien Kryptonian heritage with his human upbringing as reporter Clark Kent. As the embodiment of truth, justice and the human way he soon finds himself in a world that views these as old-fashioned.",7.6,tt5950044,2025-08-15 00:00:00+00,2025-08-31 14:56:09.479678+00,2025-08-31 15:01:41.76638+00
68acdb3b-5ff3-4c51-9528-72a708b078ef,980201b7-c040-4c82-b51e-af1a1f516f4e,KPop Demon Hunters,SimoS,https://m.media-amazon.com/images/M/MV5BNTBiYWJlMjQtOTIyMy00NTY4LWFhOWItOWZhNzc3NGMyMjc2XkEyXkFqcGc@._V1_SX300.jpg,"Animation, Action, Adventure",95 min,2025,"Chris Appelhans, Maggie Kang",A world-renowned K-Pop girl group balance their lives in the spotlight with their secret identities as demon hunters.,7.7,tt14205554,2025-08-23 00:00:00+00,2025-09-01 19:13:54.323732+00,2025-09-01 19:13:54.323732+00
690fd4e7-7db9-4654-bd5d-e92d74421296,980201b7-c040-4c82-b51e-af1a1f516f4e,Bicycle Thieves,Marco,https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_SX300.jpg,Drama,89 min,1948,Vittorio De Sica,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",8.2,tt0040522,2025-08-24 00:00:00+00,2025-09-02 14:16:31.840509+00,2025-09-02 14:16:31.840509+00
6914c3bf-993b-4814-ba36-e716e615730d,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Birth,coso,https://m.media-amazon.com/images/M/MV5BMGNiNjdlMzAtMDMwNC00NjQ0LWI5YjgtMDY4Y2UxOWNkZjUyXkEyXkFqcGc@._V1_SX300.jpg,"Drama, Fantasy, Mystery",100 min,2004,Jonathan Glazer,A young boy attempts to convince a woman that he is her dead husband reborn.,6.3,tt0337876,2025-09-06 20:28:03.039+00,2025-09-06 20:28:02.367248+00,2025-09-06 20:28:02.367248+00
6df1e84c-8744-4b26-a816-12efeb265858,980201b7-c040-4c82-b51e-af1a1f516f4e,The Naked Gun 2½: The Smell of Fear,Ste,https://m.media-amazon.com/images/M/MV5BNjcyNmNkMTItNzkzMi00NmY5LTg5MzQtMjg2YzRmOTY0ZmQ2XkEyXkFqcGc@._V1_SX300.jpg,"Comedy, Crime",85 min,1991,David Zucker,Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.,6.9,tt0102510,2025-08-13 00:00:00+00,2025-08-31 17:20:38.015633+00,2025-08-31 17:20:38.015633+00
835a310d-cc69-40aa-a766-87432e1023c6,980201b7-c040-4c82-b51e-af1a1f516f4e,The Twilight Saga: New Moon,Fede,https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_SX300.jpg,"Adventure, Drama, Fantasy",130 min,2009,Chris Weitz,"After Edward leaves because of an incident involving Bella, Jacob Black becomes her best friend. But what Bella doesn't realize is that Jacob also has a secret that will change their lives suddenly.",4.8,tt1259571,2025-09-04 00:00:00+00,2025-09-05 23:04:49.850327+00,2025-09-05 23:04:49.850327+00
836bf553-a68c-429b-9bdc-6753d751509a,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,The Creator,Prova 4 5 0,https://m.media-amazon.com/images/M/MV5BMDkxMTUxOTQtYzM4Yi00YzA2LTgzOTYtNDg2NTliODE0ZTRjXkEyXkFqcGc@._V1_SX300.jpg,"Action, Adventure, Drama",133 min,2023,Gareth Edwards,"Against the backdrop of a war between humans and robots with artificial intelligence, a former soldier finds the robots' secret weapon to end the conflict, an AI in the form of a child.",6.7,tt11858890,2025-08-26 16:55:31.677802+00,2025-08-26 16:55:31.677802+00,2025-08-26 16:55:31.677802+00
8c10c0a5-8955-4a74-9f0f-0461bd9e647d,ea75086b-0972-4d89-9e61-38fd7e8281e6,Scott Pilgrim vs. the World,Matteo,,,,,,,,,2025-08-26 21:08:27.657695+00,2025-08-26 21:08:27.657695+00,2025-08-26 21:08:27.657695+00
9b575d9d-8764-44fa-b140-57e2b3c497fa,980201b7-c040-4c82-b51e-af1a1f516f4e,Alien,Marco,https://m.media-amazon.com/images/M/MV5BN2NhMDk2MmEtZDQzOC00MmY5LThhYzAtMDdjZGFjOGZjMjdjXkEyXkFqcGc@._V1_SX300.jpg,"Horror, Sci-Fi",117 min,1979,Ridley Scott,"After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.",8.5,tt0078748,2025-08-11 00:00:00+00,2025-08-31 17:24:22.495346+00,2025-08-31 17:24:22.495346+00
a788b9b6-a6d8-479f-b9c4-4893af09f4a7,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Poor Things,aooo,https://m.media-amazon.com/images/M/MV5BYWU2MjRjZTYtMjVkMS00MTBjLWFiMTAtYmZlYTk1YjkyMWFkXkEyXkFqcGc@._V1_SX300.jpg,"Comedy, Drama, Romance",141 min,2023,Yorgos Lanthimos,"An account of the fantastical evolution of Bella Baxter, a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter.",7.8,tt14230458,2025-08-29 23:18:55.125106+00,2025-08-29 23:18:55.125106+00,2025-08-29 23:18:55.125106+00
c89b80d8-854b-407b-b6bb-c067969f3096,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,No,aooo,https://m.media-amazon.com/images/M/MV5BMTM3ODAzNjcwMV5BMl5BanBnXkFtZTcwMTUzMjc4OA@@._V1_SX300.jpg,"Drama, History",118 min,2012,Pablo Larraín,An advertising executive comes up with a campaign to defeat Augusto Pinochet in Chile's 1988 referendum.,7.4,tt2059255,2025-09-01 18:56:08.365346+00,2025-09-01 18:56:08.365346+00,2025-09-01 18:56:08.365346+00
cb9e2d1f-e7b5-4dd6-87f4-e3b732aef99b,980201b7-c040-4c82-b51e-af1a1f516f4e,Twilight,Fede,https://m.media-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SX300.jpg,"Drama, Fantasy, Romance",122 min,2008,Catherine Hardwicke,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.",5.3,tt1099212,2025-07-26 00:00:00+00,2025-09-01 18:38:37.117771+00,2025-09-02 13:11:09.649134+00
d2be9937-999b-455d-b09c-351d8ffc07ab,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,G,ciccio,https://m.media-amazon.com/images/M/MV5BNTA0MThkMjItMTJhZi00YTJiLWFiMjctMzhhZWE4NDhjZjkyXkEyXkFqcGc@._V1_SX300.jpg,"Drama, Music, Musical",109 min,1983,Staffan Hildebrand,"Three friends, Robban, Alexander and Kim has just left the compulsory school, and now they consider themselves grown-up and mature, being 16 years old. During the summer holiday they also get a bit of experience of the world: Robb...",5.3,tt0085574,2025-09-03 23:10:45.923+00,2025-09-03 23:10:44.730995+00,2025-09-03 23:10:44.730995+00
d82c7776-b3a5-4a0c-bd9d-77b5048bba06,980201b7-c040-4c82-b51e-af1a1f516f4e,Sinners,Marco,https://m.media-amazon.com/images/M/MV5BNjIwZWY4ZDEtMmIxZS00NDA4LTg4ZGMtMzUwZTYyNzgxMzk5XkEyXkFqcGc@._V1_SX300.jpg,"Action, Drama, Horror",137 min,2025,Ryan Coogler,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",7.6,tt31193180,2025-08-22 00:00:00+00,2025-08-31 14:36:37.570727+00,2025-08-31 14:36:37.570727+00
e0342b90-a3e5-4f6d-8c42-3ccd59778d3a,980201b7-c040-4c82-b51e-af1a1f516f4e,28 Weeks Later,Nick,https://m.media-amazon.com/images/M/MV5BMTUxMjc2MTcxNV5BMl5BanBnXkFtZTcwMzgzOTY0MQ@@._V1_SX300.jpg,"Horror, Sci-Fi",99 min,2007,Juan Carlos Fresnadillo,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan.",6.9,tt0463854,2025-09-22 21:24:46.495+00,2025-09-22 21:24:45.132448+00,2025-09-22 21:24:45.132448+00
e13b249c-c02a-4e79-afdc-4b1f6983eb02,980201b7-c040-4c82-b51e-af1a1f516f4e,Naked Gun 33 1/3: The Final Insult,Ste,https://m.media-amazon.com/images/M/MV5BM2ViYTFhMTktMjU0OC00ZWY3LWEzZDItMTExNDc2NDNjN2I3XkEyXkFqcGc@._V1_SX300.jpg,"Comedy, Crime",83 min,1994,Peter Segal,Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,6.5,tt0110622,2025-09-14 21:08:21.554+00,2025-09-14 21:08:21.977766+00,2025-09-14 21:08:21.977766+00
e5bba3f6-5a49-4b4b-99d1-102ff1918760,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,G,ciccio,https://m.media-amazon.com/images/M/MV5BNTA0MThkMjItMTJhZi00YTJiLWFiMjctMzhhZWE4NDhjZjkyXkEyXkFqcGc@._V1_SX300.jpg,"Drama, Music, Musical",109 min,1983,Staffan Hildebrand,"Three friends, Robban, Alexander and Kim has just left the compulsory school, and now they consider themselves grown-up and mature, being 16 years old. During the summer holiday they also get a bit of experience of the world: Robb...",5.3,tt0085574,2025-09-03 23:17:57.002+00,2025-09-03 23:17:55.857076+00,2025-09-03 23:17:55.857076+00
e5e46bc9-e547-490f-ac0b-d5e7cc8002bb,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Star Wars: Episode I - The Phantom Menace,ciccio,https://m.media-amazon.com/images/M/MV5BODVhNGIxOGItYWNlMi00YTA0LWI3NTctZmQxZGUwZDEyZWI4XkEyXkFqcGc@._V1_SX300.jpg,"Action, Adventure, Fantasy",136 min,1999,George Lucas,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long-dormant Sith resurface to claim their former glory.",6.5,tt0120915,2025-09-03 23:11:29.041+00,2025-09-03 23:11:27.895716+00,2025-09-03 23:11:27.895716+00
e99fa35b-992f-4074-a820-1f67a802afef,980201b7-c040-4c82-b51e-af1a1f516f4e,A Taxi Driver,Fil,https://m.media-amazon.com/images/M/MV5BNTczN2QxM2MtMjBkYi00ZDk4LWI3MGYtMzcyYTAxM2JmMzJiXkEyXkFqcGc@._V1_SX300.jpg,"Action, Drama, History",137 min,2017,Hun Jang,"A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.",7.9,tt6878038,2025-09-23 21:58:55.664+00,2025-09-23 21:58:55.870879+00,2025-09-23 21:58:55.870879+00
ea44c926-5493-42ab-b3b5-85294315f753,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Paddington,ciccio,https://m.media-amazon.com/images/M/MV5BMTAxOTMwOTkwNDZeQTJeQWpwZ15BbWU4MDEyMTI1NjMx._V1_SX300.jpg,"Adventure, Comedy, Family",95 min,2014,Paul King,"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",7.3,tt1109624,2025-08-31 00:00:00+00,2025-08-31 10:53:23.4102+00,2025-08-31 10:53:23.4102+00
eaf0004f-7022-4262-a6b1-b6dc0122724c,980201b7-c040-4c82-b51e-af1a1f516f4e,Wolfwalkers,Samu,https://m.media-amazon.com/images/M/MV5BYzg3MjBkYmYtZjZkZS00YWVkLTk3YjMtNDBlMTVmNDZkZDJhXkEyXkFqcGc@._V1_SX300.jpg,"Animation, Action, Adventure",103 min,2020,"Tomm Moore, Ross Stewart",A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.,8.0,tt5198068,2025-08-16 00:00:00+00,2025-09-01 18:37:39.231074+00,2025-09-02 13:11:52.956995+00
f4f82bed-44b7-4df3-a041-263867a03106,980201b7-c040-4c82-b51e-af1a1f516f4e,Blue Velvet,Marco,https://m.media-amazon.com/images/M/MV5BNzkwZGUyYjQtM2QyOC00MTBjLWE0NGYtMTZmOGM5MjI0Mzg0XkEyXkFqcGc@._V1_SX300.jpg,"Crime, Drama, Mystery",120 min,1986,David Lynch,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",7.7,tt0090756,2025-09-15 00:00:00+00,2025-09-15 21:43:02.474119+00,2025-09-15 21:43:02.474119+00
f51163e0-865c-4aef-8af9-3062b021973b,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,F1: The Movie,aooo,,,,,,,,,2025-09-03 23:17:08.387+00,2025-09-03 23:17:07.218536+00,2025-09-03 23:17:07.218536+00
ff9b275c-7721-4b32-aee8-e52d888f9581,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Test,aooo,https://m.media-amazon.com/images/M/MV5BOWRmYjAwZjktZGVjMi00OWJjLTllMDktNjYyOGQzNGRjMDU2XkEyXkFqcGc@._V1_SX300.jpg,"Drama, Sport",145 min,2025,S. Sashikanth,Three people's worlds collide during a historic international cricket test match in Chennai which ultimately forces them to make life-changing difficult decisions.,5.1,tt27477888,2025-09-02 12:35:37.604387+00,2025-09-02 12:35:37.604387+00,2025-09-02 12:35:37.604387+00
