id,session_id,movie_title,proposed_by,poster,genre,runtime,year,director,plot,imdb_rating,imdb_id,watched_at,created_at,updated_at
1b62031b-1418-447c-a679-ea3a57337936,980201b7-c040-4c82-b51e-af1a1f516f4e,The Creator,Samu,https://m.media-amazon.com/images/M/MV5BMDkxMTUxOTQtYzM4Yi00YzA2LTgzOTYtNDg2NTliODE0ZTRjXkEyXkFqcGc@._V1_SX300.jpg,"Action, Adventure, Drama",133 min,2023,Gareth Edwards,"Against the backdrop of a war between humans and robots with artificial intelligence, a former soldier finds the robots' secret weapon to end the conflict, an AI in the form of a child.",6.7,tt11858890,2025-08-17 00:00:00+00,2025-08-31 17:17:04.079363+00,2025-08-31 17:40:52.821524+00
1c10be03-ac92-434f-b43b-7c987b06575f,980201b7-c040-4c82-b51e-af1a1f516f4e,The Royal Tenenbaums,Denno,https://m.media-amazon.com/images/M/MV5BZTc1MzFlMjEtMzkyNC00NDgyLThjMjMtMzQzZGI5YjUyNzU5XkEyXkFqcGc@._V1_SX300.jpg,"Comedy, Drama",110 min,2001,Wes Anderson,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,7.6,tt0265666,2025-08-14 00:00:00+00,2025-08-31 17:17:54.347035+00,2025-08-31 17:17:54.347035+00
1d627fdc-13af-4f2a-8b07-b57d75463a6d,980201b7-c040-4c82-b51e-af1a1f516f4e,Frankenstein,Denno,https://m.media-amazon.com/images/M/MV5BYzYzNDYxMTQtMTU4OS00MTdlLThhMTQtZjI4NGJmMTZmNmRiXkEyXkFqcGc@._V1_SX300.jpg,"Drama, Fantasy, Horror",149 min,2025,Guillermo del Toro,A brilliant but egotistical scientist brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.,7.7,tt1312221,2025-10-22 22:25:00+00,2025-10-22 22:25:00+00,2025-11-24 19:47:10.687497+00
206da1c5-84bb-4658-9d30-627b7b12f3c1,980201b7-c040-4c82-b51e-af1a1f516f4e,Moulin rouge!,Fede,https://m.media-amazon.com/images/M/MV5BYTgyOGY4OTktZmZhMC00ZmIwLWI4YjUtNjYzNDg1Nzc3ZDg1XkEyXkFqcGc@._V1_SX300.jpg,"Drama, Musical, Romance",127 min,2001,Baz Luhrmann,A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke.,7.6,tt0203009,2026-03-27 22:56:29.373+00,2026-03-27 22:56:30.011602+00,2026-03-27 22:56:30.011602+00
217f5d11-1421-4f7d-a29e-5f3c66652c5c,980201b7-c040-4c82-b51e-af1a1f516f4e,Sentimental Value,Marco,https://m.media-amazon.com/images/M/MV5BNTMwMTk0Y2QtY2VhNy00OGYwLThkMjMtZjkwMGI3MTJiMjAyXkEyXkFqcGc@._V1_SX300.jpg,Drama,133 min,2025,Joachim Trier,"An intimate exploration of family, memories, and the reconciliatory power of art.",7.8,tt27714581,2026-02-15 00:00:00+00,2026-02-15 22:49:09.91095+00,2026-02-15 22:49:09.91095+00
25a8a934-47b0-4cb5-b247-92d7704a9abd,980201b7-c040-4c82-b51e-af1a1f516f4e,Dunkirk,Samu,https://m.media-amazon.com/images/M/MV5BZWU5ZjJkNTQtMzQwOS00ZGE4LWJkMWUtMGQ5YjdiM2FhYmRhXkEyXkFqcGc@._V1_SX300.jpg,"Action, Drama, History",106 min,2017,Christopher Nolan,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",7.8,tt5013056,2025-10-11 21:34:50.524+00,2025-10-11 21:34:51.054625+00,2025-10-11 21:34:51.054625+00
2656ebd5-856f-4eee-9ca5-7d8bc0e0e434,980201b7-c040-4c82-b51e-af1a1f516f4e,Everything Everywhere All at Once,Marti,https://m.media-amazon.com/images/M/MV5BOWNmMzAzZmQtNDQ1NC00Nzk5LTkyMmUtNGI2N2NkOWM4MzEyXkEyXkFqcGc@._V1_SX300.jpg,"Action, Adventure, Comedy",139 min,2022,"Daniel Kwan, Daniel Scheinert",A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,7.8,tt6710474,2026-01-17 23:11:10.815+00,2026-01-17 23:11:10.696136+00,2026-01-17 23:11:10.696136+00
26b510d8-92da-41c6-bb95-2399d79f17c6,980201b7-c040-4c82-b51e-af1a1f516f4e,Project Hail Mary,Marco,https://m.media-amazon.com/images/M/MV5BNTkwNzJiYTctNzI3NC00NjE1LTlhYjktY2Q5MTdmMWFmNzcxXkEyXkFqcGc@._V1_SX300.jpg,"Drama, Sci-Fi, Thriller",156 min,2026,"Phil Lord, Christopher Miller","Science teacher Ryland Grace wakes up alone on a spaceship light-years from Earth. As his memory returns, he uncovers a mission to stop a mysterious substance killing the sun, and save Earth. An unexpected friendship may be the key.",N/A,tt12042730,2026-03-23 00:00:00+00,2026-03-23 23:22:16.68887+00,2026-03-23 23:22:16.68887+00
27dab5be-09a9-4948-95ea-b486740ade1c,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Film 0,Prova 4 5 0,,,,,,,,,2025-08-26 16:54:33.149744+00,2025-08-26 16:54:33.149744+00,2025-08-26 16:54:33.149744+00
27dc54c2-1b46-4fcd-b234-ab2e3a24a51e,980201b7-c040-4c82-b51e-af1a1f516f4e,La haine,Marco,https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_SX300.jpg,"Crime, Drama",98 min,1995,Mathieu Kassovitz,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,8.1,tt0113247,2025-08-31 00:00:00+00,2025-08-31 21:24:31.834148+00,2025-08-31 21:24:31.834148+00
2caf82d9-a821-4f8b-b44d-5cde868723a6,980201b7-c040-4c82-b51e-af1a1f516f4e,Breathless,Marco,https://m.media-amazon.com/images/M/MV5BZGI5MWNjYmEtNzUxZC00YTI3LWE5MzctZTdhYjJkMGMxYzI3XkEyXkFqcGc@._V1_SX300.jpg,"Crime, Drama",90 min,1960,Jean-Luc Godard,"A small-time crook, hunted by the authorities for a car theft and the murder of a police officer, attempts to persuade a hip American journalism student to run away with him to Italy.",7.7,tt0053472,2026-03-09 00:00:00+00,2026-03-09 23:19:04.431124+00,2026-03-09 23:19:04.431124+00
38181315-8a50-4db0-a01c-1cdb1076b1a1,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Ciao,eeee,https://m.media-amazon.com/images/M/MV5BMjE5MzM1MTU1N15BMl5BanBnXkFtZTcwMTg0MjAwMg@@._V1_SX300.jpg,"Drama, Romance",87 min,2008,Yen Tan,"Jeff is taking care of everything Mark left behind when he died in an accident. Mark was about to have a visitor, Andrea, an Italian guy he met online. Jeff and Andrea have the chance to share memories of the Mark they knew while ...",6.6,tt0870089,2025-09-04 00:32:34.505+00,2025-09-04 00:32:33.39298+00,2025-09-04 00:32:33.39298+00
3b74800b-c413-46d7-b083-b73b90c6bed0,980201b7-c040-4c82-b51e-af1a1f516f4e,Airplane!,Marco,https://m.media-amazon.com/images/M/MV5BNGMxMDRhMjItMDNlZi00MDIzLWE5MDQtODljMDQ3MWM1Y2E4XkEyXkFqcGc@._V1_SX300.jpg,Comedy,88 min,1980,"Jim Abrahams, David Zucker, Jerry Zucker","After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must safely land a commercial airplane full of passengers.",7.7,tt0080339,2025-08-25 00:00:00+00,2025-08-31 17:16:13.966872+00,2025-08-31 17:16:13.966872+00
3baacdc6-7365-4424-b88d-b21b34a5e85d,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Little Miss Sunshine,aooo,https://m.media-amazon.com/images/M/MV5BMTgzNTgzODU0NV5BMl5BanBnXkFtZTcwMjEyMjMzMQ@@._V1_SX300.jpg,"Comedy, Drama",101 min,2006,"Jonathan Dayton, Valerie Faris",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,7.8,tt0449059,2025-09-06 15:53:46.718+00,2025-09-06 15:53:46.26413+00,2025-09-06 15:53:46.26413+00
43fed25d-f623-4c2d-8c56-35ec5724f2b8,980201b7-c040-4c82-b51e-af1a1f516f4e,They Call Me Jeeg Robot,Ste,https://m.media-amazon.com/images/M/MV5BODg3YWUzYmItYmY2OC00YzE3LTk4NzctNmZjMzZhNzdkNWMyXkEyXkFqcGc@._V1_SX300.jpg,"Action, Comedy, Drama",112 min,2015,Gabriele Mainetti,"Lonely, misanthropic small-time crook Enzo uses the superpowers gained after falling into the Tiber River to chase down a crazy gangster called ""The Gypsy.""",7.0,tt3775086,2025-08-12 00:00:00+00,2025-08-31 17:24:01.217968+00,2025-08-31 17:24:01.217968+00
46644c66-67fa-417e-8ce2-cfa625567ac3,980201b7-c040-4c82-b51e-af1a1f516f4e,Obsession,Denno,"https://m.media-amazon.com/images/M/MV5BYzc1NWUwMDgtNGZlMS00ZmYzLWIzMzktNmMxMmY1MTUzNWExXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg","Horror, Romance, Thriller",108 min,2026,Curry Barker,"After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",8.0,tt37287335,2026-08-11 22:17:27.16+00,2026-08-11 22:17:27.244938+00,2026-08-11 22:17:27.244938+00
48169d8a-e711-4ae4-84da-a9c20f346742,980201b7-c040-4c82-b51e-af1a1f516f4e,The Lobster,Samu,https://m.media-amazon.com/images/M/MV5BNDQ1NDE5NzQ1NF5BMl5BanBnXkFtZTgwNzA5OTM2NTE@._V1_SX300.jpg,"Drama, Romance, Sci-Fi",119 min,2015,Yorgos Lanthimos,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods.",7.1,tt3464902,2025-08-29 22:33:36.647186+00,2025-08-29 22:33:36.647186+00,2025-08-29 22:33:36.647186+00
4b04cec3-e66d-41e7-86bb-d12ed09e914d,980201b7-c040-4c82-b51e-af1a1f516f4e,The Thing,Nick,https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_SX300.jpg,"Horror, Mystery, Sci-Fi",109 min,1982,John Carpenter,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,8.2,tt0084787,2025-09-28 21:17:23.825+00,2025-09-28 21:17:24.952772+00,2025-09-28 21:17:24.952772+00
4f2ca411-b51c-4bbd-a087-829669c463a6,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Altrimenti ci arrabbiamo,aooo,https://m.media-amazon.com/images/M/MV5BMTFmZGQzM2MtYzk4Mi00ZGFiLWEwOGYtNjgzY2I3N2UyMDk0XkEyXkFqcGc@._V1_SX300.jpg,"Action, Comedy",90 min,2022,Younuts,"Raised as brothers but separated for years due to a quarrel, Carezza and Sorriso have to put aside old grudges and character differences for what they care most: the legendary car ""Dune Buggy"" stolen from them.",3.3,tt14845950,2025-09-03 23:08:39.404+00,2025-09-03 23:08:38.229698+00,2025-09-03 23:08:38.229698+00
4f7f967a-2144-46a0-92ed-949a8f7feaf4,980201b7-c040-4c82-b51e-af1a1f516f4e,Swiss Army Man,Marti,https://m.media-amazon.com/images/M/MV5BMTk0OTEyMjM1OF5BMl5BanBnXkFtZTgwMzMzODM4ODE@._V1_SX300.jpg,"Comedy, Drama, Fantasy",97 min,2016,"Daniel Kwan, Daniel Scheinert","A hopeless man stranded on a deserted island befriends a dead body, and together they go on a surreal journey to get home.",6.9,tt4034354,2026-05-22 21:31:41.62+00,2026-05-22 21:31:41.727619+00,2026-05-22 21:31:41.727619+00
51842aa6-1998-4995-bf76-66809e201d43,980201b7-c040-4c82-b51e-af1a1f516f4e,Dead Man's Wire,Marco,https://m.media-amazon.com/images/M/MV5BYzJhZTFjYjQtOGRiYS00ZWZjLWJmYTMtYWY0ZDMzMjM5YmY5XkEyXkFqcGc@._V1_SX300.jpg,"Biography, Crime, Drama",105 min,2025,Gus Van Sant,"On February 8, 1977, Tony Kiritsis entered the office of Richard Hall, president of the Meridian Mortgage Company, and took him hostage with a sawed-off shotgun wired with a ""dead man's wire"" from the trigger to Tony's own neck.",7.0,tt15181326,2026-02-22 00:00:00+00,2026-02-22 22:12:31.938129+00,2026-02-22 22:12:31.938129+00
51ccff25-bb4c-4c84-b34f-f1897e184e18,980201b7-c040-4c82-b51e-af1a1f516f4e,Kubo and the Two Strings,Fil,https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_SX300.jpg,"Animation, Action, Adventure",101 min,2016,Travis Knight,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,7.7,tt4302938,2025-09-27 21:31:55.852+00,2025-09-27 21:31:56.046002+00,2025-09-27 21:31:56.046002+00
5314a005-7435-4da1-b211-9191278c9cdc,980201b7-c040-4c82-b51e-af1a1f516f4e,Jaws,Marco,https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@._V1_SX300.jpg,"Adventure, Horror, Thriller",124 min,1975,Steven Spielberg,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to the local police chief, a marine biologist, and an old seafarer to hunt the beast down.",8.1,tt0073195,2025-09-03 00:00:00+00,2025-09-03 21:12:14.01294+00,2025-09-03 21:12:14.01294+00
5419992a-3ac6-4d10-8800-ae8ff6bdae11,980201b7-c040-4c82-b51e-af1a1f516f4e,Blade Runner 2049,Samu,https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg,"Action, Drama, Mystery",164 min,2017,Denis Villeneuve,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",8.0,tt1856101,2025-08-27 22:15:56.253875+00,2025-08-27 22:15:56.253875+00,2025-08-27 22:15:56.253875+00
58d6b989-5a2e-4c8f-885d-bb3ccb0b52b6,980201b7-c040-4c82-b51e-af1a1f516f4e,Se7en,Fil,https://m.media-amazon.com/images/M/MV5BY2IzNzMxZjctZjUxZi00YzAxLTk3ZjMtODFjODdhMDU5NDM1XkEyXkFqcGc@._V1_SX300.jpg,"Crime, Drama, Mystery",127 min,1995,David Fincher,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",8.6,tt0114369,2025-12-20 23:53:02.926+00,2025-12-20 23:53:03.108113+00,2025-12-20 23:53:03.108113+00
5a75c8c1-f378-4f2b-830c-6474ab7f1fb0,980201b7-c040-4c82-b51e-af1a1f516f4e,The Naked Gun,Nick,https://m.media-amazon.com/images/M/MV5BNGFlNDhkNzItZjgxNC00OGYzLWFjZDAtZTJmNDY5ZmEyZDc0XkEyXkFqcGc@._V1_SX300.jpg,"Action, Comedy, Crime",85 min,2025,Akiva Schaffer,Only one man has the particular set of skills - to lead Police Squad and save the world.,7.0,tt3402138,2025-09-25 21:09:10.879+00,2025-09-25 21:09:11.199841+00,2025-09-25 21:09:11.199841+00
5bf6122b-e26a-4ea7-b444-d756af6c6f0e,980201b7-c040-4c82-b51e-af1a1f516f4e,No Other Choice,Fil,"https://m.media-amazon.com/images/M/MV5BMjg3NzY0N2ItZGFlMy00NzAzLTk2NjItMDk2YTU3ZWU0MDA1XkEyXkFqcGc@._V1_QL75_UY562_CR7,0,380,562_.jpg","Comedy, Crime, Drama",139 min,2026,Park Chan-wook,"After being fired, a man devises a unique plan to secure a new job: eliminate his competition.",7.5,tt1527793,2026-07-16 00:00:00+00,2026-07-16 22:46:43.093416+00,2026-08-22 13:37:44.921479+00
5f525d24-b2f9-4677-99eb-0d73fd24b5b9,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Film 2,Prova 1 2 3,https://m.media-amazon.com/images/M/MV5BZTU2YmNiNmQtODkyMC00M2IxLTljNTgtMTcxYWYzM2E5YjY1XkEyXkFqcGc@._V1_SX300.jpg,"Documentary, Short",17 min,1927,Solomon Sir Jones,"Residences, workplaces, and recreational activities in Muskogee, OK; Bristow, OK; Sapulpa, OK; Tulsa, OK; Hugo, OK; and Holdenville, OK.",4.7,tt6340124,2025-08-26 20:12:26.30808+00,2025-08-26 20:12:26.30808+00,2025-08-26 20:12:26.30808+00
5fd8eef3-ddc9-4cdc-8165-7f3d98997e15,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,grezzo 2,Prova 1 2 3,,,,,,,,,2025-08-29 23:53:19.472303+00,2025-08-29 23:53:19.472303+00,2025-08-29 23:53:19.472303+00
6008db5f-501a-4e3b-85d2-602d6e46b410,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Spider-Man,aooo,https://m.media-amazon.com/images/M/MV5BZWM0OWVmNTEtNWVkOS00MzgyLTkyMzgtMmE2ZTZiNjY4MmFiXkEyXkFqcGc@._V1_SX300.jpg,"Action, Adventure, Sci-Fi",121 min,2002,Sam Raimi,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",7.4,tt0145487,2025-08-31 10:38:36.574269+00,2025-08-31 10:38:36.574269+00,2025-08-31 10:38:36.574269+00
60cc5e48-94e0-4c70-959c-e300939c334b,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Ji,coso,https://m.media-amazon.com/images/M/MV5BNjRjZGRmOGMtYjRlNi00ODIwLThlNDUtN2RhOGE4YzA5NDg5XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_SX300.jpg,"Action, Drama",172 min,2005,N. Linguswamy,"Vasu wants to contest in the college elections but is forced to withdraw in favour of the local MLA's son. But when the MLA's goons bash him up, he decides to fight and take on the brutes.",4.1,tt0460836,2025-09-07 19:08:59.745+00,2025-09-07 19:08:58.445515+00,2025-09-07 19:08:58.445515+00
6152eb83-8070-4b50-86e3-685b6db518c3,980201b7-c040-4c82-b51e-af1a1f516f4e,Memories,Ste,https://m.media-amazon.com/images/M/MV5BNmMzOTVhNjAtMmIxYS00NzA0LWFmNzYtMTQ0NjYwMjlkMzM0XkEyXkFqcGc@._V1_SX300.jpg,"Animation, Drama, Horror",113 min,1995,"Katsuhiro Ôtomo, Kôji Morimoto, Tensai Okamura",Three separate science-fiction stories by three prominent Japanese animators.,7.5,tt0113799,2026-05-08 21:54:11.801+00,2026-05-08 21:54:12.433365+00,2026-05-08 21:54:12.433365+00
62cf4924-0d78-4732-b1a9-24b3726736cc,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,The Lego Movie 2: The Second Part,aooo,https://m.media-amazon.com/images/M/MV5BMTkyOTkwNDc1N15BMl5BanBnXkFtZTgwNzkyMzk3NjM@._V1_SX300.jpg,"Animation, Adventure, Comedy",107 min,2019,Mike Mitchell,"It's been five years since everything was awesome and the citizens are facing the huge new threat of Lego Duplo, invaders from outer space, wrecking everything faster than they can rebuild.",6.5,tt3513498,2025-08-31 10:45:43.071182+00,2025-08-31 10:45:43.071182+00,2025-08-31 10:45:43.071182+00
6329deff-9bdb-4163-b582-aeb3a4e7e64b,980201b7-c040-4c82-b51e-af1a1f516f4e,The Naked Gun: From the Files of Police Squad!,Ste,https://m.media-amazon.com/images/M/MV5BZTI5N2I1MjAtNTc0Yy00ZDIyLThkZTctMGQ5NTBhNjIwMWQ0XkEyXkFqcGc@._V1_SX300.jpg,"Comedy, Crime",85 min,1988,David Zucker,Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,7.6,tt0095705,2025-08-13 00:00:00+00,2025-08-31 17:18:39.900293+00,2025-08-31 17:18:39.900293+00
679b6e0b-21fb-475b-b071-96c5b3268dec,980201b7-c040-4c82-b51e-af1a1f516f4e,Superman,Fil,https://m.media-amazon.com/images/M/MV5BOGMwZGJiM2EtMzEwZC00YTYzLWIxNzYtMmJmZWNlZjgxZTMwXkEyXkFqcGc@._V1_SX300.jpg,"Action, Adventure, Sci-Fi",129 min,2025,James Gunn,"Superman must reconcile his alien Kryptonian heritage with his human upbringing as reporter Clark Kent. As the embodiment of truth, justice and the human way he soon finds himself in a world that views these as old-fashioned.",7.6,tt5950044,2025-08-15 00:00:00+00,2025-08-31 14:56:09.479678+00,2025-08-31 15:01:41.76638+00
68acdb3b-5ff3-4c51-9528-72a708b078ef,980201b7-c040-4c82-b51e-af1a1f516f4e,KPop Demon Hunters,SimoS,https://m.media-amazon.com/images/M/MV5BNTBiYWJlMjQtOTIyMy00NTY4LWFhOWItOWZhNzc3NGMyMjc2XkEyXkFqcGc@._V1_SX300.jpg,"Animation, Action, Adventure",95 min,2025,"Chris Appelhans, Maggie Kang",A world-renowned K-Pop girl group balance their lives in the spotlight with their secret identities as demon hunters.,7.7,tt14205554,2025-08-23 00:00:00+00,2025-09-01 19:13:54.323732+00,2025-09-01 19:13:54.323732+00
690fd4e7-7db9-4654-bd5d-e92d74421296,980201b7-c040-4c82-b51e-af1a1f516f4e,Bicycle Thieves,Marco,https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_SX300.jpg,Drama,89 min,1948,Vittorio De Sica,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",8.2,tt0040522,2025-08-24 00:00:00+00,2025-09-02 14:16:31.840509+00,2025-09-02 14:16:31.840509+00
6914c3bf-993b-4814-ba36-e716e615730d,1f960a2b-f508-4ca9-9fd3-8cca2aea6137,Birth,coso,https://m.media-amazon.com/images/M/MV5BMGNiNjdlMzAtMDMwNC00NjQ0LWI5YjgtMDY4Y2UxOWNkZjUyXkEyXkFqcGc@._V1_SX300.jpg,"Drama, Fantasy, Mystery",100 min,2004,Jonathan Glazer,A young boy attempts to convince a woman that he is her dead husband reborn.,6.3,tt0337876,2025-09-06 20:28:03.039+00,2025-09-06 20:28:02.367248+00,2025-09-06 20:28:02.367248+00
